250.	Nettetal	36.838	37.302	38.820	41.871	41.736	42.265	Nordrhein-Westfalen
251.	Amberg	41.345	44.264	43.111	43.794	43.755	42.248	Bayern
252.	Gifhorn	23.405	33.154	38.678	42.943	41.558	42.239	Niedersachsen
253.	Nordhausen	44.547	47.038	46.422	45.633	44.296	42.014	Thüringen
254.	Homburg	32.497	41.847	43.696	45.769	43.808	41.934	Saarland
255.	Aurich	11.880	34.647	36.856	40.278	40.572	41.854	Niedersachsen
256.	Heinsberg	10.854	36.436	37.305	41.318	40.760	41.673	Nordrhein-Westfalen
257.	Ansbach	33.219	38.183	37.893	40.165	40.253	41.652	Bayern
258.	Dreieich10	22.789	39.076	38.965	40.114	40.484	41.548	Hessen
259.	Wunstorf	17.211	37.676	38.276	41.474	41.014	41.532	Niedersachsen
260.	Freiberg	50.362	51.373	48.609	45.428	41.342	41.496	Sachsen
261.	Laatzen	13.666	34.748	37.242	38.402	40.254	41.449	Niedersachsen
262.	Siegburg	33.667	34.616	35.441	37.638	39.746	41.326	Nordrhein-Westfalen
263.	Seevetal(*) 9	6.030(a)	36.059	36.740	40.536	42.213	41.260	Niedersachsen
264.	Coburg	42.671	45.633	44.246	42.756	41.076	41.236	Bayern
265.	Königswinter	31.357	34.983	35.013	38.891	40.771	41.050	Nordrhein-Westfalen
266.	Nürtingen	21.432	35.680	38.337	39.040	40.364	41.017	Baden-Württemberg
267.	Weißenfels	46.223	39.860	36.865	31.946	41.434	40.874	Sachsen-Anhalt
268.	Halberstadt	46.724	47.834	45.364	41.417	42.605	40.871	Sachsen-Anhalt
268.	Lemgo	38.984	39.864	39.485	41.995	41.424	40.871	Nordrhein-Westfalen
270.	Schwabach	26.551	35.387	35.514	38.213	38.879	40.781	Bayern
271.	Pirmasens	55.211	49.876	47.680	45.212	40.384	40.632	Rheinland-Pfalz
272.	Monheim am Rhein	38.094	40.559	42.656	43.514	43.063	40.598	Nordrhein-Westfalen
273.	Kirchheim unter Teck	28.921	32.136	35.842	38.796	39.859	40.446	Baden-Württemberg
274.	Bensheim	27.675	32.964	35.056	38.557	39.729	40.326	Hessen
